q1,q2,q3,q4,q5,q6,q7,x,y,z
-22,18,90,110,33,59,-83,-0.143,0.037,0.441
-30,-123,-30,121,112,107,10,0.088,-0.005,-0.57
-30,-86,50,34,-75,-51,-28,0.625,-0.21,0.308
23,-64,109,15,166,-26,-37,0.486,-0.204,0.394
-117,1,113,83,-103,-52,-24,-0.266,0.635,0.085
0,-99,-55,99,89,31,-175,0.327,-0.718,0.285
-71,4,-148,96,8,70,12,-0.201,-0.083,-0.438
-85,-122,-128,107,128,80,-117,0.044,0.744,-0.09
28,-74,94,135,-166,-82,156,0.298,0.299,0.467
-72,-67,-150,43,35,4,86,-0.685,0.06,0.356
-95,-13,139,1,4,33,75,0.005,0.11,1.134
-103,-63,27,73,35,-14,25,-0.448,0.048,0.467
-73,-37,68,5,-7,-3,40,-0.049,0.025,0.719
-23,-60,110,5,5,26,-83,0.311,0.198,-0.47
47,22,147,83,0,117,-174,-0.048,0.399,-0.328
-90,-62,146,143,118,98,-5,-0.317,-0.054,0.37
48,-42,124,10,-47,114,114,0.022,-0.368,0.601
-52,-106,38,115,-172,114,166,-0.523,-0.731,0.285
45,-103,-126,57,-77,-72,-73,0.17,-0.478,-0.074
-138,-88,-55,42,107,50,-139,0.54,-0.321,0.533
-70,12,64,12,66,-82,-79,-0.44,0.153,1.093
-102,-4,134,62,-24,61,-141,-0.467,-0.424,-0.199
-14,-68,-114,40,95,-33,-114,-0.489,-0.239,0.733
-126,26,63,37,-49,-45,169,0.304,-0.455,1.002
2,-104,-131,1,37,2,75,0.524,0.049,-0.18
-32,25,168,126,136,-52,115,0.04,-0.351,1.015
-64,-74,5,96,52,7,-7,-0.624,-0.322,0.561
-84,23,-144,38,-137,32,153,0.346,0.842,0.069
-69,-3,111,92,112,-21,17,0.225,0.066,0.12
-134,48,-134,27,-87,-78,-148,-0.334,0.139,-0.108
-130,59,80,138,-75,83,-107,0.548,0.753,0.052
40,-107,123,115,13,-23,61,0.085,-0.337,0.358
-128,-36,-119,42,107,21,-65,-0.639,-0.104,0.571
26,-109,-137,98,-67,64,77,0.147,0.053,0.58
36,-111,169,56,-70,42,-21,-0.177,-0.677,0.257
42,-41,122,97,54,66,-20,-0.141,-0.307,0.081
-19,-82,-18,134,174,118,-75,0.449,0.336,0.516
-103,-112,-62,128,16,19,-118,-0.568,-0.164,-0.185
-106,-51,-6,35,-23,-75,-15,0.474,-0.134,0.258
-58,8,-163,103,-107,-30,154,-0.506,-0.025,0.234
-10,-40,89,86,50,20,-106,0.513,0.473,0.445
-44,4,-131,121,-133,-4,-125,-0.562,-0.254,0.336
-37,-7,-48,24,160,93,-63,-0.045,-0.321,1.04
-32,14,-137,30,-146,-12,-83,-0.046,-0.812,0.477
-93,-117,-136,20,-128,119,-135,0.25,0.823,-0.185
-73,-44,-135,105,61,-14,30,-0.426,0.265,0.49
46,-20,10,49,-147,-51,-26,-0.009,-0.499,0.874
-59,-101,-111,40,32,2,163,0.033,-0.346,0.408
-66,-88,136,142,-110,52,105,0.151,-0.139,0.217
-112,-28,-135,32,-37,44,-51,0.797,-0.145,-0.355
-66,-56,85,107,-141,82,10,-0.463,0.042,1.206
19,-100,-6,40,160,69,72,0.635,-0.333,0.139
42,56,88,100,-28,63,20,0.06,0.595,0.964
-90,-121,-153,65,52,-2,-150,-0.081,0.262,-0.114
-57,59,10,117,-105,76,133,0.226,0.176,-0.128
-105,58,158,41,-80,-2,-123,0.423,0.365,0.307
-1,-3,89,26,-135,86,-23,-0.185,0.155,-0.324
-25,-108,-98,71,83,55,-41,-0.566,0.288,0.351
43,-86,63,21,85,55,99,-0.324,-0.04,0.07
-108,-27,-103,56,-60,116,-68,-0.409,0.266,0.481
-60,-58,128,9,105,65,-16,0.416,-0.362,0.203
-39,-23,-9,51,63,77,92,0.057,-0.768,0.577
-121,-100,-86,65,126,97,1,0.087,-0.477,0.396
-28,1,169,88,86,45,-107,-0.668,0.037,0.985
-23,-28,149,52,92,106,58,0.298,0.649,0.5
-73,-70,-77,15,22,26,90,0.529,0.419,0.273
-76,-31,88,98,47,57,-133,-0.379,-0.279,0.339
-94,-80,99,3,33,24,-66,0.258,0.157,0.817
-136,-75,136,107,-155,-44,-174,-0.064,0.326,1.258
-101,56,-45,121,-160,6,-84,-0.194,-0.666,0.72
-64,-38,-142,123,-12,79,52,0.283,0.014,0.735
-71,-106,21,48,170,111,-23,-0.111,-0.58,0.266
-52,-119,13,113,3,24,-96,-0.017,-0.588,1.053
-118,-61,37,107,165,74,-28,0.774,0.48,0.414
-97,-76,14,80,147,-15,-114,0.113,0.328,0.747
-52,8,104,51,-54,58,-74,-0.607,-0.582,0.658
39,-40,-97,101,-6,76,-165,0.742,-0.38,-0.213
-30,-39,-56,82,131,113,-164,-0.03,-0.791,0.824
34,-43,-101,84,-80,17,64,0.182,0.392,0.591
-10,-17,-170,114,122,71,114,-0.258,0.685,-0.122
20,-114,-164,111,1,-71,-77,0.244,-0.503,0.398
-64,-74,33,103,-114,119,-24,0.359,-0.31,-0.212
36,-38,107,145,79,-90,55,0.262,-0.217,0.931
-79,-28,-28,45,139,14,139,-0.283,0.658,-0.06
-101,31,-44,112,-79,96,-54,-0.424,0.184,0.49
-93,-80,-36,52,-87,-11,-87,-0.145,0.445,-0.053
5,-37,120,26,94,25,15,0.279,-0.928,0.676
-129,26,-169,49,-56,39,139,-0.344,0.243,1.026
1,35,66,136,-144,55,-52,-0.183,-0.09,-0.216
9,-67,-87,36,151,18,-22,0.209,0.567,0.459
-50,-41,-21,3,-166,-14,-55,0.213,0.244,0.225
-120,36,35,52,74,80,146,-0.472,-0.429,0.017
-20,-43,-43,143,58,-34,-47,-0.012,-0.597,0.663
-137,-29,25,29,-92,70,79,0.112,0.149,0.654
6,58,138,17,-93,23,70,0.323,-0.444,0.695
24,47,36,34,-30,73,89,0.016,-0.493,0.103
-41,21,-2,136,155,-4,16,-0.403,-0.023,0.424
49,-113,144,146,-26,30,65,-0.066,-0.626,0.873
-119,-40,-131,95,-127,-85,-166,-0.213,-0.558,0.102
26,-33,-35,147,-55,99,-91,-0.524,-0.114,0.176
-136,-17,-53,136,-137,-52,-97,-0.492,0.452,0.067
-35,-54,-101,116,-143,-19,-9,0.168,0.309,0.709
-84,-5,92,147,84,-70,-15,0.196,-0.277,0.745
-66,-61,76,49,-127,17,-36,-0.307,0.208,0.651
3,-72,78,76,139,45,144,-0.264,0.514,-0.455
-31,-116,45,88,-148,69,25,0.103,-0.766,-0.371
11,15,64,7,119,-18,134,-0.387,-0.315,-0.527
-39,-109,-134,80,-76,-8,-63,0.073,0.135,-0.088
-127,33,46,61,150,93,81,-0.361,-0.168,0.027
-68,-32,150,110,-130,-61,-20,0.125,0.012,0.161
-140,-2,39,8,-14,-23,98,0.034,0.653,0.353
-54,51,52,50,-131,-41,110,-0.529,0.168,0.719
8,39,-51,73,-140,52,129,0.257,0.092,0.742
-141,16,99,73,173,9,-53,-0.143,-0.004,0.214
-99,45,-64,47,-155,-38,144,0.095,-0.28,0.695
-68,26,-3,43,101,-3,-43,0.115,0.499,0.713
-49,-45,-22,124,5,105,-21,-0.159,0.139,0.596
-65,-72,-149,6,-43,108,-148,-0.604,0.356,-0.343
-72,-26,-160,13,-144,15,-132,0.5,0.293,0.361
-37,16,-106,111,-4,4,-101,0.442,-0.38,0.146
3,40,172,83,-139,13,149,-0.814,0.009,-0.205
-23,-5,108,70,-53,88,126,-0.571,0.887,0.264
-28,-30,114,128,-154,112,-59,-0.195,0.195,-0.147
15,-94,111,13,-174,-43,-99,0.048,0.441,1.127
-105,-85,-11,139,22,10,-80,0.048,0.316,-0.272
-2,-4,48,82,92,57,110,-0.932,-0.485,0.104
-4,-103,61,79,112,31,144,-0.279,0.186,-0.117
-102,23,-79,102,38,80,66,-0.329,0.466,-0.247
-127,31,-105,7,130,22,136,-0.085,0.269,0.827
-27,-86,-92,148,72,-44,-96,-0.029,0.03,-0.244
-133,-68,112,138,-67,12,-63,0.175,-0.823,0.888
-121,-109,65,148,-8,-36,65,0.227,0.449,0.19
-114,-79,153,54,-23,-23,-42,-0.14,-0.022,0.288
15,47,55,50,155,-78,-110,0.279,0.26,-0.192
-78,0,139,100,-36,118,62,-0.269,0.011,1.121
-94,-71,74,118,-98,84,-1,-0.374,-0.009,0.137
-70,-54,70,3,-82,46,-97,-0.441,-0.265,0.218
-114,4,40,32,163,32,-45,-0.578,0.199,-0.431
-89,-106,24,-2,-45,-72,2,-0.055,-0.035,0.584
-74,-74,-57,67,-125,-21,-5,0.362,0.197,0.702
-24,-108,-39,-3,-26,21,165,0.205,-0.485,0.189
-77,-58,158,20,-11,28,167,0.237,0.248,0.514
33,-90,132,44,-124,107,11,0.527,-0.792,0.134
-44,15,-58,51,70,-4,55,0.188,-0.591,0.432
-26,-120,-19,139,127,59,-19,0.166,-0.151,0.842
40,-17,50,63,-70,-56,52,0.016,1.048,0.185
-111,-54,33,91,-18,-84,136,0.315,0.151,-0.147
-82,-42,-140,62,-26,94,-34,0.793,-0.447,-0.065
4,-112,-144,44,36,45,-80,-0.809,-0.313,0.747
19,29,39,29,169,-5,-85,-0.255,-0.472,0.583
29,45,10,79,-173,-85,-118,-0.116,-0.119,0.284
-14,-15,-87,48,-94,47,-1,-0.464,0.229,0.296
-122,-23,43,50,-68,-58,-140,-0.903,0.053,0.342
-73,-72,-153,116,32,98,9,-0.013,0.402,-0.142
-9,-96,-45,100,125,26,37,0.425,0.794,0.212
-14,51,-95,30,-161,-79,167,0.272,-0.312,0.612
-33,47,10,108,-112,29,84,-0.279,-0.483,-0.073
-110,-119,-111,146,-138,77,106,-0.317,-0.51,0.469
-137,34,-71,120,157,106,-148,0.951,0.241,0.01
-31,-58,-142,9,-83,-58,-6,-0.233,0.142,-0.063
43,-44,-11,123,168,-58,-78,0.075,-0.287,0.186
-61,-87,137,148,107,96,169,-0.278,0.058,0.723
49,45,102,94,-38,-59,131,-0.163,-0.591,0.545
-9,-17,93,133,-8,21,28,-0.795,0.151,0.436
-91,-15,-30,120,44,30,38,0.473,0.604,-0.101
-2,-81,-132,42,168,-7,-129,0.042,0.269,0.723
-96,-26,82,5,-86,51,31,-0.326,0.611,0.347
-124,-94,68,63,-98,-69,27,0.101,0.367,1.243
-134,15,-66,88,-10,88,-162,-0.953,-0.308,-0.095
-2,44,-117,89,-147,28,0,0.084,0.133,0.894
-31,-68,51,43,76,98,41,0.623,-0.139,0.503
-131,-84,-106,88,-156,47,66,-0.153,-0.538,0.133
-16,-32,31,104,79,-60,-23,-0.11,0.164,0.388
20,-51,-48,93,114,-60,-141,-0.075,-0.312,0.819
-81,-9,88,8,69,96,28,0.051,-0.453,0.556
-3,24,53,81,-56,-25,52,0.498,0.252,0.999
45,18,102,90,150,-40,-21,-0.469,-0.123,0.67
36,-121,-18,109,121,37,-89,0.203,0.186,0.903
-29,-56,-43,3,-41,42,91,0.062,0.267,0.263
-12,-87,-90,50,107,-33,24,0.483,0.491,0.751
-40,19,-88,12,-52,-4,39,-0.096,0.208,0.815
-31,25,6,17,-5,102,-6,-0.43,-0.074,0.604
20,-66,-88,29,54,-2,-84,0.236,0.275,0.24
-120,-25,66,136,-31,-37,-104,0.638,-0.109,0.491
-85,-70,67,145,147,50,-170,0.714,0.368,0.795
-42,29,-117,130,89,12,-121,0.25,-0.522,0.442
-25,-51,121,114,-173,-51,-99,-0.483,0.469,0.812
-45,30,86,103,-38,62,-48,-0.532,-0.288,-0.013
37,-46,-173,25,-93,-54,92,-0.558,-0.188,-0.037
-62,-28,0,136,97,-68,106,0.378,0.117,0.468
3,-59,-38,79,69,25,90,-0.362,0.431,0.389
-126,-53,-33,72,-174,28,86,0.098,-0.094,0.161
-118,-32,-141,77,-95,-5,-103,-0.219,-0.627,0.362
-66,-38,31,67,-20,82,-70,0.512,0.298,0.419
22,22,138,109,5,96,142,0.105,0.669,0.363
-16,-99,100,125,-127,4,33,-0.558,0.087,0.519
-61,14,98,73,-57,100,-52,-0.494,0.187,0.16
-76,-53,101,70,-118,-2,155,-0.643,-0.105,0.229
-14,-59,-114,86,-28,81,167,-0.22,-0.197,-0.35
29,-95,-109,6,148,-39,-41,0.102,0.424,1.029
49,-79,150,22,133,0,-155,-0.07,-0.306,0.726
-89,-80,154,87,-5,95,24,-0.128,-0.888,0.039
11,-55,-172,70,145,61,-8,-0.137,-0.761,0.658
-73,-42,-159,58,11,47,-30,-0.087,0.71,0.367
-118,46,-98,3,-105,30,47,0.036,0.28,-0.245
-71,-64,-171,76,138,72,-48,-0.244,0.491,0.428
-57,13,49,89,-140,76,51,-0.044,-0.55,1.065
-32,-10,-93,5,-55,106,-104,-0.324,-0.769,0.174
-31,43,-104,14,-47,-67,29,-0.468,-0.478,0.38
-80,-67,-107,131,-93,7,-134,0.147,0.939,0.286
-134,24,19,96,127,-27,95,-0.26,0.131,0.844
-127,-121,-73,70,102,53,-70,-0.124,0.345,-0.038
49,-123,-73,135,67,-13,96,0.213,0.178,-0.084
-131,-65,88,18,-53,17,-43,0.036,-0.568,-0.15
-53,-109,-54,69,108,-60,42,0.121,0.451,-0.155
-98,-53,-15,14,-105,8,112,0.028,0.685,0.274
-35,-81,47,120,-157,-20,-119,-0.473,0.187,1.099
-97,23,-120,65,174,68,-49,-0.1,0.222,0.782
-134,-123,169,110,83,-70,165,-0.472,-0.097,0.675
-25,-83,-15,29,46,-63,-110,-0.36,0.368,0.1
37,-62,-132,46,106,69,-88,0.011,-0.787,0.135
-50,-52,62,13,68,71,127,-0.238,-0.702,0.344
29,-32,128,75,1,-70,-29,0.139,0.083,1.161
-5,-59,129,120,-97,101,136,0.67,-0.46,-0.293
-26,-25,122,14,117,20,22,0.226,0.343,1.058
-7,-84,72,74,95,52,-94,-0.712,-0.021,0.267
-97,-25,53,67,146,96,138,-0.491,-0.013,0.475
-46,-113,-8,75,44,83,-106,-0.155,-0.005,1.183
-20,-27,130,4,30,-47,-81,-0.159,-0.074,0.058
-7,-6,-14,28,-33,-83,170,-0.323,-0.109,0.248
-108,49,44,148,-143,18,116,-0.489,-0.32,0.43
23,-38,75,63,13,112,-169,0.006,0.271,1.135
-49,41,-23,25,155,62,-55,0.793,-0.14,-0.267
-101,-68,-143,68,149,80,-171,0.033,-0.457,0.727
-130,20,69,100,96,-48,158,-0.302,0.667,0.536
-52,-110,1,122,-106,-13,46,0.001,0.567,0.125
34,-77,66,135,-76,-50,-23,-0.054,-0.432,-0.018
-24,39,160,65,148,27,-51,-0.048,0.479,0.816
49,31,8,137,-80,81,-46,-0.223,-0.237,1.067
-10,-80,26,44,-27,74,-89,-0.696,0.617,0.409
-46,15,148,92,70,-45,69,-0.011,-0.414,-0.228
-20,-97,-130,101,-45,-55,-63,-0.495,0.243,-0.319
-94,-91,-17,134,38,37,-128,-0.187,0.027,-0.48
-71,-117,-26,99,-84,31,87,-0.282,-0.777,0.148
-29,-115,126,46,94,102,99,0.198,0.084,0.79
-102,32,121,133,161,-7,-83,0.617,-0.481,0.765
-55,-42,98,35,149,17,-13,-0.148,0.1,0.237
-92,-60,161,132,-58,119,-48,0.46,0.791,-0.2
-68,-106,-53,70,121,-12,76,0.224,0.057,1.202
-80,-56,-30,81,12,51,33,0.159,0.587,1.058
-22,-77,132,8,-81,-2,68,0.316,0.355,0.748
-119,-43,33,1,108,-78,-96,0.572,0.294,0.307
-2,27,-127,142,-60,97,145,-0.042,-0.175,0.261
-114,52,-68,73,28,-18,137,-0.38,-0.106,0.176
-63,-117,-15,124,-98,25,66,0.373,-0.091,-0.409
-98,-11,163,56,69,109,-56,-0.237,0.762,0.438
-118,-66,-169,104,98,38,-76,0.244,-0.278,0.616
42,-89,14,108,-35,-8,105,0.52,0.031,0.586
30,-91,13,111,101,32,25,-0.482,-0.472,0.421
-92,-104,56,96,-53,1,114,0.756,0.361,0.181
5,-29,-141,84,-124,-77,69,0.318,-0.537,0.091
-10,-77,57,70,-90,38,-170,0.671,-0.334,0.822
-133,7,164,147,110,-78,-51,0.113,-0.216,0.201
-53,-19,34,119,171,6,-37,-0.094,-0.038,1.254
-125,-82,-100,65,27,33,173,0.221,0.459,0.447
14,-63,-120,47,36,111,133,0.256,0.195,0.304
21,47,38,141,100,-29,-165,0.486,0.23,0.279
-111,-69,-82,115,50,-81,-88,0.308,0.641,0.469
-19,-13,12,87,-71,99,170,-0.375,0.315,0.716
-64,-42,28,80,45,-63,-55,-0.217,-0.388,-0.339
-119,49,129,128,-120,87,121,-0.282,-0.332,-0.199
-116,-101,172,65,-30,-52,100,0.131,-0.464,0.645
-30,37,-66,58,-104,-67,26,0.223,-0.562,0.45
-81,-71,86,14,131,-84,-91,0.101,-0.681,0.327
46,46,-141,35,-45,-89,49,-0.38,0.016,0.171
-121,-37,115,111,-149,-6,99,-0.476,-0.414,0.174
-131,-52,-159,12,-123,-65,-74,0.045,-0.69,0.444
29,-40,84,93,57,102,-96,-0.025,0.786,0.227
47,13,-82,15,86,-27,66,-0.338,0.299,0.195
-91,7,-111,139,84,-27,155,-0.402,-0.488,0.657
19,-65,39,82,-146,56,145,-0.64,-0.547,-0.161
47,-18,147,141,-17,71,46,-0.075,-0.203,0.229
-5,-61,-80,4,32,-8,32,0.394,0.114,-0.143
25,-46,-144,135,-4,-66,139,0.018,-0.141,0.295
-80,46,79,48,-62,-80,-33,0.1,0.335,-0.204
36,-34,52,122,-17,-76,-88,0.307,0.461,0.182
-90,-73,105,112,79,-58,-104,-0.545,-0.202,-0.308
-71,55,22,3,59,-83,-61,0.419,0.109,0.208
17,32,-98,64,-47,28,-82,0.058,-0.062,0.877
-91,-75,94,16,149,-66,57,-0.275,0.224,0.369
-100,-69,-126,60,-44,-38,4,0.089,-0.481,0.282
-40,30,-141,112,-18,51,32,0.408,0.466,0.814
-68,-71,138,102,59,-15,-25,0.09,-0.152,0.642
-77,-99,65,70,158,-49,89,0.318,-0.778,0.501
16,2,76,142,18,20,130,-0.272,0.563,0.459
-3,2,-50,88,-101,-83,-83,-0.882,0.305,0.295
-99,-84,79,107,156,-57,-90,0.76,-0.521,-0.034
9,-21,3,149,116,-30,-124,0.171,-0.285,0.43
-28,-34,45,25,148,78,129,-0.127,0.504,-0.049
-118,-65,-151,147,154,-40,-43,0.072,0.036,0.447
-56,29,44,74,45,73,71,0.155,-0.607,0.181
-132,5,-30,13,128,55,-38,-0.61,0.283,0.635
-35,-87,-107,134,-144,1,-83,0.092,0.555,0.125
-62,-94,45,-1,-173,-43,145,0.309,-0.333,0.847
-32,-75,143,99,-39,35,134,0.1,0.14,0.508
-69,-58,-45,75,-96,-55,84,-0.571,-0.46,0.189
-125,10,-117,47,-96,-29,99,-0.137,-0.103,-0.216
0,22,-121,36,-81,10,-6,0.343,-0.387,-0.092
-76,-12,36,67,102,53,109,0.423,-0.043,0.615
-50,24,59,31,123,-59,21,-0.285,-0.465,0.542
-35,29,-48,30,84,26,134,0.5,0.182,0.602
-58,-37,-99,110,-125,-67,-25,-0.272,-0.322,0.307
7,-108,160,47,-137,-52,158,-0.527,0.01,0.363
-138,-114,-16,67,68,17,27,0.071,0.239,0.404
-60,27,-168,10,-132,-52,-143,-0.083,0.182,-0.162
-121,46,89,62,-138,86,81,-0.61,-0.267,0.269
-80,-123,-147,112,170,-88,-90,0.346,0.249,-0.508
-16,-94,-64,133,-49,-33,16,0.134,0.386,0.944
-83,17,170,21,-154,-23,117,0.05,0.446,0.559
-119,3,77,115,170,4,-30,0.01,-0.333,-0.296
-52,1,118,109,68,106,-90,-0.555,0.176,0.603
-136,-123,-104,70,-121,-90,-154,0.023,0.796,0.147
-73,-117,70,36,-76,-53,-35,0.241,0.307,0.202
-9,-39,-29,103,127,-46,23,0.438,-0.153,0.475
-118,-119,-47,65,13,92,140,-0.3,0.083,0.838
35,47,142,12,135,56,-11,-0.384,0.625,-0.376
-24,-1,116,12,-167,37,-91,-0.156,-0.606,0.945
-109,-18,-2,68,28,73,148,-0.46,-0.453,0.61
32,54,-158,137,-16,-29,-121,-0.019,-0.116,-0.143
-40,-74,83,-3,-47,-60,-144,-0.093,-0.169,0.17
-107,-7,97,94,-9,13,166,-0.358,0.014,1.147
-97,-94,71,126,-98,61,18,-0.011,-0.468,0.905
27,-60,-71,130,-50,22,-67,0.168,0.503,-0.047
-43,-17,28,134,73,83,-169,0.283,0.798,0.428
11,-30,59,36,-24,-14,-25,-0.218,-0.668,-0.008
-62,-118,68,23,-19,73,-14,0.191,0.05,0.687
-90,-90,3,136,41,-73,-102,0.104,-0.008,0.245
-53,-85,-171,56,26,-17,106,-0.311,0.629,-0.171
-15,-83,-123,115,-60,55,-140,0.375,-0.043,0.021
-58,-102,-156,109,-94,43,93,0.312,0.42,0.776
-56,-68,152,100,-45,-40,-88,0.442,-0.108,0.673
-119,-5,116,16,131,50,-136,0.138,0.405,-0.035
37,-94,-127,-2,91,-22,-160,0.234,0.06,0.481
-93,13,119,48,155,24,-9,-0.152,-0.263,0.518
42,-100,-107,69,80,88,79,-0.277,-0.447,1.175
21,-55,-82,139,60,-69,124,0.154,1.037,0.19
-104,-27,77,48,62,29,48,0.101,-0.138,0.463
-1,-50,-69,141,8,-29,-161,-0.036,-0.142,0.271
-113,-70,69,148,-93,40,122,-0.184,-0.208,0.223
5,2,-48,56,101,64,152,-0.258,-0.959,0.222
-71,-119,39,42,-99,112,54,-0.589,-0.301,0.608
25,-84,-23,13,-8,72,137,-0.423,-0.407,0.109
25,33,10,74,35,-49,-57,0.581,0.1,-0.011
-95,-72,-170,76,159,113,108,-0.887,-0.273,-0.024
-121,32,-143,81,24,-30,9,-0.266,-0.657,0.814
12,-5,-119,36,-166,21,-79,-0.099,-0.218,0.484
39,-36,-57,136,1,11,-43,0.384,0.19,0.752
-118,-56,-125,144,112,104,-124,0.228,0.1,0.742
-8,55,-37,21,-88,14,-3,-0.005,-0.051,0.797
0,8,-132,57,-11,64,-17,0.803,-0.403,-0.09
-125,7,-87,16,-27,-85,-100,0.338,0.238,0.236
-86,46,-10,94,80,24,-3,0.344,0.88,0.298
-84,-89,120,16,-61,87,59,-0.456,0.147,0.648
-71,-99,-36,47,88,60,174,-0.303,-0.462,0.047
47,-25,60,123,-72,15,-75,0.069,-0.124,0.32
-10,-54,18,42,105,69,-95,-0.613,0.375,0.338
-121,28,69,145,-61,-71,39,-0.685,0.166,0.057
42,-52,52,79,-111,6,-147,0.114,-0.008,0.809
9,-118,165,12,-1,70,54,-0.608,0.777,0.432
-95,-43,21,2,-15,66,100,0.408,-0.001,0.644
-82,-50,5,127,45,-65,19,-0.177,-0.248,0.841
34,8,-41,47,-76,117,144,-0.537,0.072,0.421
-115,-48,-169,79,-146,-71,36,-0.057,0.115,0.276
-68,-4,128,61,-121,-30,160,0.309,-0.051,-0.3
32,-31,-50,100,-58,9,-79,0.201,-0.133,0.77
-28,-123,166,76,-6,105,-163,-0.523,0.37,-0.282
2,-6,135,60,-97,-16,148,-0.091,-0.072,0.364
5,24,19,15,-72,112,116,-0.029,-0.39,0.576
-113,46,9,27,36,60,-104,0.655,-0.003,0.417
10,44,102,71,75,80,-118,0.051,-0.529,0.852
-69,-89,-67,35,128,56,-125,0.199,0.261,0.767
-13,-31,32,88,-113,-72,-128,0.267,-0.356,0.758
44,-8,-19,147,76,56,159,0.078,-0.337,0.87
18,-12,-41,30,156,64,115,0.618,-0.434,0.674
22,-80,18,60,-39,-60,-10,-0.196,0.366,0.522
-76,-34,29,63,-32,54,124,-0.457,-0.142,-0.125
-66,24,110,92,-134,-31,-80,0.162,-0.526,0.484
-114,-47,-68,112,78,-55,-163,-0.288,-0.576,0.295
-6,-45,61,55,36,-84,150,-0.217,0.168,0.378
-81,55,-126,94,95,59,-127,-0.236,-0.48,0.677
-68,-55,96,137,-79,-33,-89,0.738,0.404,0.482
-65,-59,-159,145,-8,-25,-19,-0.61,0.729,-0.03
-93,-36,66,65,92,80,-100,-0.151,0.275,0.629
-82,-67,42,50,10,-84,137,0.205,-0.653,0.032
-62,-118,-157,59,151,15,84,0.382,-0.154,0.436
37,-78,-31,68,-53,87,-6,-0.437,-0.571,-0.189
-54,-83,-98,20,54,58,81,0.761,-0.317,0.349
-6,-49,51,112,-18,-1,-164,0.548,-0.429,0.714
21,36,-150,144,10,-4,38,0.544,0.064,0.256
-39,-82,-89,100,4,-58,-174,0.202,0.114,1.066
-55,-37,81,91,70,26,47,0.179,-0.276,0.371
-117,46,167,71,59,37,-174,-0.59,0.274,0.678
-25,46,150,93,115,-80,-146,0.682,0.142,0.111
-59,-33,37,90,-48,39,41,-0.211,0.158,0.863
-118,-61,-81,101,112,-55,8,0.714,0.469,0.016
-57,-47,56,97,14,-40,-127,0.038,-0.511,0.304
-56,19,-152,140,163,-55,-129,0.044,-0.492,0.607
-1,-45,-113,108,-94,60,61,-0.295,0.001,0.781
43,-54,171,-1,118,14,-47,-0.564,-0.484,0.01
-94,-89,-42,135,79,-13,-44,0.142,0.429,0.513
15,-72,-48,77,105,-45,55,-0.207,0.194,-0.454
23,-81,26,120,-60,-17,-32,-0.101,-0.549,0.914
-109,-15,-154,107,130,118,-128,-0.529,0.622,-0.007
36,37,57,17,-41,23,33,-0.176,0.439,0.496
-79,49,-142,15,137,118,156,0.208,-0.325,-0.076
46,-42,80,58,91,-63,69,0.39,0.602,0.813
-100,3,55,123,38,114,-118,0.361,0.348,-0.044
-2,-65,112,143,-96,25,83,-0.134,0.283,-0.411
24,-19,-17,12,-11,-62,22,-0.297,-0.003,1.129
-72,-68,80,73,-2,55,-171,-0.071,-0.321,0.292
-116,6,146,56,-15,-60,-51,0.018,0.256,0.695
-102,-78,68,142,-68,88,-125,-0.088,-0.501,-0.049
-6,-91,11,30,48,-39,78,-0.02,-0.153,-0.395
-18,-103,-37,25,-1,-44,-44,0.222,-0.852,-0.154
-100,26,118,63,22,116,-94,0.613,0.169,0.534
-122,1,157,124,-159,-20,-12,0.014,-0.132,0.863
14,-38,-36,9,-139,-64,146,-0.493,0.271,0.406
-117,27,31,3,-95,-75,-108,0.303,0.202,0.685
-72,45,164,145,40,44,74,-1.016,-0.141,0.617
-54,-96,84,132,-31,-6,-111,0.948,-0.094,0.153
-4,4,68,72,-103,85,111,0.144,0.152,0.443
11,43,-154,58,-126,58,14,0.173,0.589,0.142
-122,2,-55,90,108,-46,-15,-0.398,0.072,-0.226
-116,31,-23,-2,95,109,28,-0.142,0.179,0.852
-23,47,84,61,-143,36,54,0.499,0.028,-0.183
33,46,-38,55,6,85,121,0.372,0.342,0.456
-132,40,172,111,137,-15,-50,0.045,-0.042,0.06
-114,-44,-122,76,-139,32,-116,-0.3,0.279,1.118
-135,-43,-141,111,-44,75,-5,-0.469,-0.421,0.14
-132,16,128,131,-72,-13,-100,-0.421,-0.743,0.038
-126,-30,50,38,-70,118,71,0.794,-0.487,0.472
-36,-62,102,123,66,90,161,-0.047,0.225,0.103
22,22,131,53,73,78,-57,0.07,0.446,0.405
28,47,72,15,-141,67,-161,-0.283,-0.034,0.163
-62,-15,-41,0,154,-30,-49,0.097,-0.788,0.114
-71,9,134,70,-96,81,118,-0.458,-0.592,-0.375
-60,-99,117,119,-130,71,-130,-0.455,0.68,0.291
-132,-29,-147,76,0,-37,22,0.797,-0.604,0.388
-73,-23,-83,0,-59,98,-7,0.007,0.611,-0.065
-95,-18,-135,4,13,-85,-81,0.469,-0.294,0.555
-119,59,2,34,-140,92,110,0.249,0.287,0.025
-121,-77,80,147,-41,46,107,-0.497,-0.083,0.396
35,40,65,26,-73,85,-70,-0.512,-0.267,0.117
-137,30,-150,49,-61,-27,-154,0.205,-0.598,0.625
41,-98,-146,15,87,105,34,-0.22,0.48,0.561
-20,27,63,90,43,-55,-174,-0.56,-0.404,0.167
